interaction_id,student_id,resource_id,intent_goal,current_confidence,completion_rate,feedback_label
int_360ef1f1e39e,stu_b2835833,res_6c483523,Daily Revision,Weak,75,Too Slow
int_7f8a9909a148,stu_aef951a9,res_c1c8f348,Homework Help,Strong,86,Perfect
int_245a545b21d7,stu_3977df5a,res_62e6b0dd,Homework Help,Weak,74,Too Slow
int_c786b79a4144,stu_c9d7202b,res_36cfbb85,Homework Help,Strong,88,Perfect
int_f45c27fd7c94,stu_0c4c55ca,res_e52acc97,Daily Revision,Weak,65,Too Slow
int_0bf9114fa924,stu_c0a67d38,res_e7965d85,Board Prep,Average,77,Too Slow
int_8f7c2b383a95,stu_95dac472,res_af6a5ccb,Homework Help,Average,94,Perfect
int_8b7331f21ed9,stu_39c0ff7c,res_5eaed73f,Daily Revision,Strong,37,Too Slow
int_b3c2c4ac3138,stu_a90cb56a,res_1af22ce2,Board Prep,Average,85,Perfect
int_93874476aeaf,stu_8f340aa1,res_67ca2d02,Homework Help,Strong,64,Too Slow
int_11e55c6f7bf8,stu_ea94c10d,res_6433a9ea,Board Prep,Average,43,Perfect
int_4639813af0e9,stu_e46d34a1,res_fee87783,Homework Help,Strong,93,Too Hard
int_445b8195dee4,stu_824cadd0,res_08acaaf8,Homework Help,Average,68,Too Slow
int_a47bd70ce817,stu_a2f4c911,res_88cadf46,Daily Revision,Strong,49,Too Slow
int_9d1757f1082e,stu_49da0fe2,res_7c865516,Board Prep,Average,85,Perfect
int_ad20ffb60d0b,stu_8e6d4925,res_c3d994d5,Board Prep,Weak,96,Perfect
int_1e977c42a760,stu_2b5c74f2,res_084e31a2,Board Prep,Average,95,Perfect
int_54bd5aac8cde,stu_97236d79,res_91285e98,Board Prep,Average,58,Perfect
int_b848b4b47bb9,stu_090264e3,res_f51d8771,Homework Help,Average,88,Perfect
int_5af45fe24a36,stu_24d6f542,res_e9ad0a84,Daily Revision,Weak,82,Perfect
int_a196e48da3ca,stu_c37566e9,res_bb371e77,Homework Help,Average,90,Perfect
int_e16a99ffdf6b,stu_388549c3,res_28d10edd,Homework Help,Average,74,Too Hard
int_652b300f7130,stu_fc6ab503,res_61c50f70,Board Prep,Weak,99,Perfect
int_ffbf2d1aabf0,stu_4f37d511,res_2f4b14c6,Homework Help,Weak,84,Perfect
int_518394c3e947,stu_2d833731,res_a0950eb9,Homework Help,Average,70,Too Slow
int_ec9bac412001,stu_0beb24e2,res_d1f72e21,Daily Revision,Weak,72,Perfect
int_8dfa2d9c77e2,stu_2fc918e5,res_a5c09404,Daily Revision,Strong,93,Perfect
int_cecffd3315c6,stu_5642ed96,res_02ea4e37,Homework Help,Strong,73,Too Slow
int_ce3a4b8ebfe0,stu_960c7356,res_6cd922ca,Homework Help,Strong,93,Perfect
int_191295fc60aa,stu_ee8f9c3e,res_d81eb238,Board Prep,Strong,98,Perfect
int_9f41236f9947,stu_9da7c42e,res_517f8b98,Daily Revision,Strong,70,Too Slow
int_a816155fac22,stu_cecd890a,res_0094ac58,Daily Revision,Weak,10,Too Hard
int_ccf72d004dd8,stu_44a2f1a3,res_f03e636a,Homework Help,Average,86,Too Slow
int_7da71593dfd4,stu_9c7363c7,res_2b587d0d,Board Prep,Strong,62,Perfect
int_68093fde319f,stu_7e586fa0,res_31c3d93f,Homework Help,Average,100,Perfect
int_4fff114d78dc,stu_824cadd0,res_c5f8dfe0,Board Prep,Weak,97,Perfect
int_48c7e925b73e,stu_75b99032,res_9accc731,Board Prep,Average,86,Perfect
int_76dee1753e4f,stu_84934b6f,res_8e255763,Daily Revision,Strong,62,Too Hard
int_336a0222a552,stu_10e7950f,res_ba4b40fd,Homework Help,Strong,99,Perfect
int_ae4b0289e33a,stu_c12b6651,res_f03d4079,Board Prep,Weak,59,Too Slow
int_b8a99b11d48c,stu_278d8890,res_ea3b5629,Homework Help,Weak,84,Perfect
int_216822d225f1,stu_acb29492,res_b965a3dc,Homework Help,Strong,30,Too Slow
int_89620ffdced6,stu_220116cf,res_83ff4ff2,Board Prep,Average,57,Too Slow
int_783d69904ed7,stu_df459e89,res_c6d5637b,Homework Help,Strong,70,Too Slow
int_4378436b3ff7,stu_9c7363c7,res_82f5783b,Homework Help,Average,96,Perfect
int_807f879e5e4a,stu_bbfcbf73,res_6b419901,Board Prep,Strong,56,Too Slow
int_73075d36b645,stu_305e49c1,res_7ec7b5b0,Homework Help,Weak,89,Perfect
int_70d81631898b,stu_8c733498,res_64c79bd7,Daily Revision,Average,90,Perfect
int_56e0fafccf86,stu_33374d7f,res_24839f13,Homework Help,Average,86,Too Hard
int_af162bfd0dd8,stu_fce04371,res_eca94cbd,Board Prep,Weak,90,Too Hard
int_722d8b04fb6d,stu_753c2242,res_a33d3865,Homework Help,Strong,48,Too Slow
int_854522ea72b1,stu_06f4e641,res_9ef5fa84,Daily Revision,Strong,50,Too Slow
int_63b987de734d,stu_9fa0feb2,res_2bd80769,Daily Revision,Strong,51,Too Slow
int_d843faedfd93,stu_980e4362,res_5e66b1cd,Board Prep,Weak,82,Perfect
int_871619713ce9,stu_75a2836b,res_21808d0e,Board Prep,Strong,93,Perfect
int_9b70cd845036,stu_e0ddaf4a,res_c4867843,Daily Revision,Weak,66,Too Slow
int_0fe02c088f09,stu_ff399760,res_a566409e,Daily Revision,Weak,33,Too Hard
int_c2636431d7ce,stu_960c7356,res_6b419901,Homework Help,Average,99,Perfect
int_c52da062de5b,stu_e42da5f0,res_8e1f0c7e,Daily Revision,Weak,79,Too Slow
int_c01407b1e4d3,stu_72fcbee9,res_1af22ce2,Daily Revision,Strong,65,Too Hard
int_2af8a0596d67,stu_cf0c9b2d,res_8111de7b,Board Prep,Average,57,Too Slow
int_14d90c25877a,stu_1c4d01a5,res_08acaaf8,Board Prep,Weak,16,Too Hard
int_416a47a310b4,stu_22fa9eaa,res_438465f0,Board Prep,Weak,93,Perfect
int_0466c96fae79,stu_f7b51069,res_e7782514,Board Prep,Weak,10,Too Hard
int_db752cfbeec4,stu_e3d3d018,res_49f4255d,Board Prep,Average,91,Perfect
int_fce1ddf2a22a,stu_1f9282dc,res_499c7738,Daily Revision,Strong,79,Too Slow
int_3737d911cea5,stu_05b4503d,res_f6083ecf,Board Prep,Strong,97,Perfect
int_fa37985952d5,stu_71bf9a3d,res_46981205,Board Prep,Average,70,Too Slow
int_038d81908ef0,stu_89d85ba5,res_78bd9a8a,Homework Help,Strong,56,Too Hard
int_cc495eb35e9d,stu_26654ed6,res_55e9d7a9,Daily Revision,Weak,42,Too Slow
int_48efdf064a72,stu_b3222bca,res_8b61d8d9,Board Prep,Weak,87,Perfect
int_4246965dcfa6,stu_4bde34fe,res_da0ccf3b,Daily Revision,Weak,90,Perfect
int_3e8b02105b86,stu_4d93e4b0,res_0d5e3e47,Homework Help,Weak,89,Perfect
int_a3e2c09492d9,stu_cc46e368,res_1ea0c285,Homework Help,Average,93,Perfect
int_8072bd6df1c2,stu_0be3b6f2,res_8a59e683,Daily Revision,Weak,14,Too Hard
int_65e31e3c8aa9,stu_1959ac66,res_8031c211,Homework Help,Average,50,Too Slow
int_ad031128d9cd,stu_25bfd910,res_9e892d91,Board Prep,Average,85,Too Hard
int_79172ff6a08f,stu_cb6a644d,res_c3eb9870,Daily Revision,Average,80,Perfect
int_37c19ae27a8a,stu_7d1fa7c1,res_41eaa7d6,Daily Revision,Weak,94,Perfect
int_5810a396f524,stu_306e6244,res_1efe876d,Homework Help,Average,95,Perfect
int_0da6160f47ff,stu_1a7a093f,res_bc157b22,Homework Help,Weak,100,Perfect
int_fa82904a52b2,stu_8cbb5325,res_e06fc678,Homework Help,Strong,63,Too Slow
int_7d8f29e79d68,stu_24648e1a,res_ee58f51f,Homework Help,Strong,32,Too Slow
int_1baa60cfffa5,stu_610c7182,res_3f6f4b0d,Homework Help,Average,84,Perfect
int_d899fd952561,stu_24d6f542,res_337aaa33,Board Prep,Average,51,Too Slow
int_385c9c977dfa,stu_78b9749e,res_26975245,Board Prep,Average,86,Too Slow
int_a23e0d5d9043,stu_a6d126b3,res_d42f4a05,Daily Revision,Strong,48,Too Slow
int_3e1963b79293,stu_7f7751e6,res_598aaa62,Board Prep,Strong,48,Too Slow
int_1968aaeba321,stu_d0174c29,res_c60301bd,Homework Help,Strong,41,Too Slow
int_8b2565d567fe,stu_cfd934f5,res_ecd49422,Board Prep,Average,82,Perfect
int_cc6864636b21,stu_3a5e8645,res_f6a8b6a1,Board Prep,Average,86,Perfect
int_ab0185e96542,stu_5be4508a,res_41804819,Homework Help,Weak,100,Perfect
int_244e8c282221,stu_b67ec6d2,res_8e23c829,Board Prep,Strong,31,Too Slow
int_cd941fd6a65f,stu_40daed29,res_cd72eb87,Daily Revision,Strong,98,Perfect
int_315d58404f2f,stu_44c2c987,res_b26a23f4,Homework Help,Weak,94,Perfect
int_4104228f92eb,stu_fc403571,res_3407350f,Homework Help,Strong,84,Too Hard
int_e88b786863a9,stu_da20ebf5,res_127d0fac,Daily Revision,Strong,71,Perfect
int_d9e005512d49,stu_30062864,res_2c1da205,Daily Revision,Average,71,Too Slow
int_7f21ff9032ba,stu_59fab9fc,res_4c996885,Homework Help,Strong,62,Too Slow
int_a505430f2563,stu_fe4a31e3,res_5743c6f4,Homework Help,Average,91,Perfect
int_dd95a829c343,stu_d42e81e7,res_0d203544,Daily Revision,Strong,85,Perfect
int_c5e85e1da4de,stu_d482a1e7,res_f345ee81,Daily Revision,Average,97,Perfect
int_0aaf9e301077,stu_1a3221c5,res_10435721,Daily Revision,Weak,67,Too Slow
int_c93013597bd3,stu_16269aaf,res_57419b11,Daily Revision,Average,95,Too Hard
int_c97814f521ae,stu_5928a072,res_efef6a77,Daily Revision,Strong,47,Too Slow
int_507b0fb47165,stu_0906e19f,res_5d75b78a,Homework Help,Strong,37,Too Slow
int_adaea33a65ae,stu_af0b335f,res_465e1eae,Board Prep,Weak,89,Perfect
int_0b78bf73ea59,stu_f99e97e8,res_b144ea60,Daily Revision,Average,86,Perfect
int_8fd70bcc1d2b,stu_bb2c2b4b,res_8933b003,Homework Help,Strong,95,Too Slow
int_f996c1d5cdd7,stu_6f84cd9f,res_c357dead,Board Prep,Weak,83,Perfect
int_3f763fc90453,stu_738d593a,res_ca8916ac,Daily Revision,Weak,82,Too Hard
int_8f88878c3b0b,stu_29996ca4,res_f47aa261,Daily Revision,Average,75,Too Hard
int_3e494a376fa4,stu_2f44cd96,res_d42f4a05,Homework Help,Average,94,Too Slow
int_ee7cd653c91e,stu_e5198511,res_024f0943,Board Prep,Weak,78,Too Hard
int_05aae0c89fa6,stu_d37e1856,res_c5f8dfe0,Board Prep,Average,56,Too Hard
int_4b00b68a72de,stu_58d92de4,res_3ee49b19,Homework Help,Strong,88,Perfect
int_a68be19bb200,stu_b2af6d15,res_5c91fe12,Daily Revision,Weak,84,Perfect
int_4081644e0a79,stu_be17d95c,res_a0f3dc68,Homework Help,Strong,47,Too Slow
int_90409ba5212e,stu_90f2580f,res_74476078,Board Prep,Strong,62,Too Slow
int_c44f278d7280,stu_eed87473,res_88b6d2e9,Board Prep,Strong,62,Too Hard
int_d96c5d514871,stu_cea188d6,res_471f1b50,Daily Revision,Strong,72,Too Slow
int_a0f3f42b9ccf,stu_748f442e,res_2bd80769,Daily Revision,Average,99,Perfect
int_090d38f84448,stu_ef4d09d1,res_fc3360da,Daily Revision,Strong,47,Too Slow
int_c34e27ce6509,stu_8c572460,res_e683478f,Board Prep,Strong,85,Too Slow
int_9db715ffc15f,stu_90b0d2b2,res_93de62b6,Homework Help,Strong,79,Too Slow
int_c2474b0f2e96,stu_debc7db2,res_4dcad30c,Board Prep,Average,64,Too Hard
int_71a3978fdbf4,stu_6a5dd04f,res_5908bccb,Board Prep,Weak,97,Perfect
int_b782eefea2eb,stu_d79d3746,res_998651ca,Daily Revision,Strong,54,Too Hard
int_df9ef815ddd2,stu_3bc126eb,res_c639766f,Homework Help,Weak,28,Too Hard
int_9328e5fa692f,stu_de5825ca,res_e311f097,Daily Revision,Strong,96,Perfect
int_63e2f7a266ec,stu_a4d58926,res_746abc2e,Homework Help,Weak,86,Perfect
int_2645031aba43,stu_3051c05a,res_6f9c27a5,Board Prep,Strong,72,Too Slow
int_63ff4edca649,stu_a6d126b3,res_e683478f,Homework Help,Average,92,Perfect
int_2cfca1d4fbc6,stu_75b99032,res_a03a5cc2,Homework Help,Weak,89,Perfect
int_16627a54d4d1,stu_a2500dc5,res_3b04517b,Board Prep,Strong,79,Too Hard
int_1a907c936d8a,stu_4bde34fe,res_b86e3826,Homework Help,Average,51,Perfect
int_426fc94c792b,stu_05a7ef60,res_dbfb2dba,Board Prep,Average,58,Too Hard
int_4e124bf1ce98,stu_565323a8,res_869c7488,Board Prep,Weak,86,Perfect
int_82666baaa5d5,stu_6019b8c8,res_c31ea56a,Board Prep,Weak,73,Too Slow
int_aeae0b28e180,stu_f1b2eeb3,res_6a3bac09,Homework Help,Weak,89,Perfect
int_5dabbbef9e48,stu_305e49c1,res_7005658f,Daily Revision,Weak,88,Perfect
int_a0352ddfc7eb,stu_4d3b1460,res_705bcf7b,Board Prep,Average,82,Perfect
int_b41fc1ee21a2,stu_b4930aa4,res_6064e87f,Daily Revision,Strong,83,Perfect
int_73b3cb80faaa,stu_ea63736c,res_ea3b5629,Board Prep,Average,74,Too Hard
int_62173bc95fb3,stu_58d92de4,res_977a6983,Board Prep,Strong,71,Too Hard
int_5f55e2ed2e49,stu_3c710c3e,res_471f1b50,Homework Help,Weak,61,Too Slow
int_2464238209f8,stu_2ef6ae34,res_20aacf41,Homework Help,Weak,95,Perfect
int_c9cce3fb5831,stu_dbef0873,res_4080beed,Board Prep,Weak,76,Too Hard
int_52822821281a,stu_47d6e2a8,res_68548a60,Homework Help,Weak,82,Perfect
int_c727d6a7cef5,stu_17cc9b23,res_90dff86c,Homework Help,Average,86,Perfect
int_b023cf3f9ada,stu_016d16d0,res_54d6d212,Daily Revision,Strong,79,Too Hard
int_49bee2051f90,stu_69771606,res_c9130d35,Homework Help,Weak,36,Too Hard
int_62a8d50b2feb,stu_83b9eb52,res_cb54b6c6,Homework Help,Weak,93,Too Slow
int_5c44e4a92d51,stu_92ba4f0a,res_90ef7a4d,Board Prep,Weak,80,Perfect
int_cd26631ba33b,stu_01970a15,res_1b321212,Homework Help,Average,94,Perfect
int_027dc474cbfa,stu_96654c4a,res_e9e8f04e,Homework Help,Average,97,Perfect
int_982418829473,stu_5554445e,res_759ce84a,Daily Revision,Weak,76,Perfect
int_08635eb5fc95,stu_7d9837c9,res_59262156,Homework Help,Weak,22,Too Hard
int_b83d9ce3529a,stu_824cadd0,res_2edb0c3c,Daily Revision,Average,68,Too Slow
int_c93f1b67d0a7,stu_0167b3fa,res_ff94c9ad,Homework Help,Weak,100,Perfect
int_83da3b8727ca,stu_87d4aebe,res_bac3dc39,Daily Revision,Weak,40,Too Hard
int_ebac7207aa56,stu_371eec2f,res_c3a55450,Board Prep,Strong,83,Too Slow
int_7ed823675790,stu_77d81450,res_cb9e35f7,Homework Help,Strong,69,Too Slow
int_5ff762cd5371,stu_277f0d9f,res_700cc745,Board Prep,Weak,66,Too Slow
int_50f289387437,stu_3a73edd7,res_1c38ab8c,Daily Revision,Strong,46,Too Slow
int_48734c14bcc7,stu_c16fec3b,res_f87f3be8,Board Prep,Weak,15,Too Hard
int_4db3bcd7058c,stu_f451e3d6,res_7ec7b5b0,Daily Revision,Strong,34,Too Slow
int_4bf80df707cd,stu_d0174c29,res_9b668d36,Homework Help,Weak,83,Perfect
int_ec42d2cf1b9c,stu_997b2b90,res_04955db3,Daily Revision,Average,68,Perfect
int_5a7342080ea0,stu_63e8b170,res_1af22ce2,Board Prep,Average,84,Perfect
int_3eb8fc6ed6da,stu_dedbc02b,res_5767bfde,Daily Revision,Weak,74,Too Slow
int_8fe565d37869,stu_1f12cf90,res_8dc12664,Board Prep,Weak,19,Too Hard
int_adbc7c229d00,stu_72bedd4e,res_433448a2,Board Prep,Average,82,Too Hard
int_bec80715d8a1,stu_b9147c6e,res_f1a6045d,Daily Revision,Average,60,Perfect
int_46d5bbbdd0ed,stu_32f5de8a,res_2202d8fd,Daily Revision,Weak,15,Too Hard
int_89c8dc7733ce,stu_f92c9a68,res_ff94c9ad,Homework Help,Average,79,Too Slow
int_7c00df34407a,stu_6c504fae,res_58ba983d,Daily Revision,Weak,40,Too Slow
int_f386fa92fd13,stu_08c606f6,res_bff77b19,Daily Revision,Average,74,Perfect
int_c787478924fd,stu_a8193d78,res_2d3f4813,Homework Help,Average,74,Perfect
int_9332d461715b,stu_3ae954d3,res_0c1114be,Homework Help,Average,81,Too Slow
int_90e2032b37d1,stu_293276e3,res_6d558a08,Daily Revision,Weak,93,Perfect
int_5afe4f7c2706,stu_4ee9ddb2,res_a658df49,Board Prep,Weak,91,Perfect
int_a5e8b6674077,stu_996a9607,res_f03e636a,Board Prep,Average,54,Perfect
int_ed1084efeaf7,stu_f1bbdceb,res_bfeb2e97,Board Prep,Strong,62,Too Slow
int_a95a9310bfc0,stu_3debfc32,res_afb5b6a6,Board Prep,Strong,69,Too Slow
int_dbca072a4bf3,stu_bb2c2b4b,res_e66e2ef9,Daily Revision,Strong,72,Too Hard
int_5ef93a84f3c9,stu_1c148e22,res_7005658f,Daily Revision,Weak,100,Perfect
int_6e0cfbea253b,stu_a7e62309,res_36555383,Homework Help,Strong,94,Perfect
int_24af49af0887,stu_ad3e2546,res_dd79ce96,Daily Revision,Average,92,Perfect
int_3c659b149872,stu_dedbc02b,res_f1a6045d,Daily Revision,Weak,95,Perfect
int_7d5f78aa99a3,stu_4c0afcc5,res_8b61d8d9,Board Prep,Weak,80,Perfect
int_05302cf891af,stu_ce8a9c59,res_5c1f2540,Homework Help,Average,80,Perfect
int_d220792ec624,stu_19827634,res_a95cbd8d,Board Prep,Strong,60,Too Slow
int_de51881727ed,stu_44a2f1a3,res_a4dbfa20,Daily Revision,Strong,61,Too Slow
int_4e7d0ba064d1,stu_c05ae7a6,res_dc0b809d,Homework Help,Strong,34,Too Slow
int_0f562b129887,stu_97b4fec6,res_fee87783,Daily Revision,Strong,69,Too Hard
int_09c34c0b3b98,stu_9f41ba5f,res_4d1bfec5,Homework Help,Average,59,Too Hard
int_6768f6a8fd50,stu_1a3221c5,res_5f6a4b32,Board Prep,Weak,95,Perfect
int_c1ab32168630,stu_5059106f,res_f79e651c,Daily Revision,Strong,62,Too Slow
int_7ca03a8b9874,stu_561d0155,res_a21c649c,Daily Revision,Average,57,Too Slow
int_62def58232fc,stu_604bcf98,res_336d078b,Daily Revision,Weak,82,Perfect
int_a33225da9cd4,stu_d37e1856,res_fdbf587b,Daily Revision,Strong,40,Too Slow
int_c0cf5edfc252,stu_5a276ecb,res_872981ca,Board Prep,Average,45,Too Slow
int_a1fedeb460e4,stu_a7e62309,res_b28ae301,Homework Help,Weak,56,Too Hard
int_e34882665b52,stu_4ae29428,res_a95c422f,Board Prep,Weak,86,Perfect
int_fa67dd8b1870,stu_f3457db3,res_bded0877,Board Prep,Average,52,Perfect
int_a3a8b2da7cea,stu_960c7356,res_438465f0,Homework Help,Average,75,Too Slow
int_9682f278a37c,stu_d42e81e7,res_412732f4,Board Prep,Strong,42,Too Slow
int_333b14ac110b,stu_fa92e0cc,res_1e516fb1,Homework Help,Strong,100,Perfect
int_f1bb0a0c5bb3,stu_eb9df410,res_7add7864,Board Prep,Weak,83,Perfect
int_aefbd3601ae6,stu_69771606,res_2a0095f9,Board Prep,Average,97,Perfect
int_e977bcdcfc0e,stu_e8ec77c8,res_bdd9b234,Homework Help,Average,91,Perfect
int_998e3c4cb064,stu_b6c76cd4,res_21808d0e,Board Prep,Average,53,Too Slow
int_625296b33cde,stu_62ea5649,res_465e1eae,Board Prep,Average,54,Too Slow
int_852cf0c5aae4,stu_90f2580f,res_a36d3f3b,Daily Revision,Average,86,Perfect
int_554f3d5a74ed,stu_4c0afcc5,res_0386d95b,Homework Help,Strong,87,Perfect
int_4351eb3d0ddc,stu_a0171c30,res_6620161e,Daily Revision,Weak,70,Too Hard
int_87e6bdc962cb,stu_9d17996d,res_fa8e9aa7,Daily Revision,Strong,71,Too Slow
int_f1a777862ffa,stu_1d712390,res_4a832a63,Board Prep,Average,68,Perfect
int_d11b079c2139,stu_bac361af,res_8f4d2a61,Homework Help,Weak,89,Perfect
int_d7216a9eef03,stu_311beb1a,res_fa89f309,Homework Help,Average,98,Perfect
int_6f27996fb7cc,stu_4ecba76d,res_b85495cc,Daily Revision,Strong,77,Too Slow
int_9012353f4881,stu_3051c05a,res_2ac36559,Homework Help,Average,75,Too Hard
int_51de8c38467c,stu_23e9374d,res_dded2cd2,Homework Help,Average,99,Perfect
int_10a06dac6350,stu_eecb3964,res_b782c72e,Homework Help,Weak,41,Too Hard
int_809461e9a15d,stu_2504bbe1,res_1119d225,Daily Revision,Strong,43,Too Slow
int_7a59deeaad4f,stu_8630b410,res_f8ff0da9,Daily Revision,Strong,61,Too Slow
int_bcba0d9bebb9,stu_8d60ac80,res_834a7e71,Homework Help,Weak,85,Perfect
int_2373b5bb9c24,stu_824cadd0,res_1b95e571,Board Prep,Strong,77,Too Slow
int_4c157f1631fd,stu_44c2c987,res_c27cf80a,Daily Revision,Average,82,Perfect
int_abb69de1eaf8,stu_a959d8a4,res_5d426609,Daily Revision,Average,61,Too Hard
int_04371601cfae,stu_b1014f03,res_7dc9be65,Daily Revision,Strong,83,Too Hard
int_a51d7909b57c,stu_384b722c,res_b61f27a4,Homework Help,Strong,77,Too Slow
int_c88cc60b0e5d,stu_968ebec3,res_520dde30,Board Prep,Weak,58,Too Slow
int_7d23fca555cb,stu_51893300,res_34dc52cd,Homework Help,Average,69,Perfect
int_31008c82416a,stu_84359cdb,res_1f14652b,Daily Revision,Strong,76,Too Slow
int_2f8c7ae7c3ce,stu_ae569170,res_5d75b78a,Daily Revision,Strong,62,Too Slow
int_a760925c098f,stu_d19a262c,res_d46172b7,Daily Revision,Average,65,Perfect
int_bd147d7c4986,stu_425dd701,res_deef9dc7,Homework Help,Weak,80,Perfect
int_77790b408db9,stu_97236d79,res_f85dfff2,Board Prep,Average,82,Perfect
int_59c66c436bcc,stu_ff8d6aa7,res_65c8bcde,Board Prep,Weak,36,Too Hard
int_42b91537a814,stu_c05ae7a6,res_6f030d80,Daily Revision,Strong,58,Too Slow
int_c33310241e35,stu_e1680ae6,res_ed76a446,Board Prep,Weak,90,Perfect
int_a386d41a1fe9,stu_9cf4ccb9,res_dbfb2dba,Daily Revision,Strong,96,Perfect
int_0c53ce6151a9,stu_f92c9a68,res_7932e0e6,Daily Revision,Average,52,Too Slow
int_66a0726376ee,stu_6d773053,res_fc3360da,Board Prep,Weak,81,Perfect
int_32e16c5df903,stu_8eb3bf83,res_1331853f,Homework Help,Average,83,Perfect
int_e73d45780ec7,stu_4e0f66d9,res_5d75b78a,Board Prep,Average,67,Too Slow
int_7f8492c8d48a,stu_30e907f4,res_f1d4d820,Board Prep,Average,74,Perfect
int_869925347205,stu_077b41ce,res_c4867843,Daily Revision,Average,88,Perfect
int_5c0ddeac8372,stu_d19a262c,res_f24544bb,Board Prep,Average,84,Perfect
int_d9f2b979cee3,stu_62dff558,res_ec234d15,Daily Revision,Weak,85,Perfect
int_905042e437cd,stu_3bc126eb,res_1e327c8c,Daily Revision,Weak,93,Perfect
int_bc8463ec4d64,stu_2a8556f5,res_a0f3dc68,Homework Help,Weak,46,Too Slow
int_ff35777977ff,stu_94f42aab,res_23bb9a99,Board Prep,Weak,74,Too Hard
int_f736212cd572,stu_d441e1bc,res_b85495cc,Board Prep,Strong,67,Too Slow
int_25718d206231,stu_e06cbbb7,res_1536ece2,Homework Help,Weak,78,Too Slow
int_5324bdbce14d,stu_838afe77,res_5e66b1cd,Daily Revision,Strong,60,Too Slow
int_917608d06c87,stu_3b73ab9b,res_64c79bd7,Board Prep,Strong,90,Too Hard
int_ff252425c7c2,stu_26234d2d,res_73380658,Daily Revision,Strong,58,Too Slow
int_2c27a652f1b4,stu_2f2097d9,res_405986c3,Board Prep,Weak,64,Perfect
int_1210250f38db,stu_1e059def,res_313130d7,Daily Revision,Strong,91,Too Slow
int_82917a9572c2,stu_b6be928d,res_65c8bcde,Daily Revision,Strong,97,Perfect
int_d2c0a6c4562d,stu_36d46e0d,res_60a71f20,Homework Help,Average,60,Too Hard
int_397a2137ebaf,stu_cfd934f5,res_22c86b94,Daily Revision,Average,61,Perfect
int_38b7b97691f2,stu_dff8e975,res_4d9a8882,Board Prep,Average,85,Perfect
int_4e5248db0c73,stu_709f262a,res_060d836d,Board Prep,Average,71,Perfect
int_a404fc718af5,stu_37cc7a11,res_8e255763,Daily Revision,Average,84,Perfect
int_8634ac4a0fa1,stu_4d3b1460,res_35521be8,Daily Revision,Average,63,Too Hard
int_0a4937631fbc,stu_4e17e7b0,res_43d1060d,Board Prep,Strong,68,Too Slow
int_8ea7ccd89ef6,stu_590ee1bf,res_ba4b40fd,Homework Help,Weak,26,Too Hard
int_304e008c7215,stu_72d12005,res_2520ba08,Board Prep,Weak,25,Too Hard
int_2274935c3114,stu_02ca30be,res_bded0877,Daily Revision,Average,73,Perfect
int_3b6939063163,stu_ebbf44d9,res_578c4bc3,Daily Revision,Strong,95,Perfect
int_7a91b4bbed91,stu_dedbc02b,res_ee982c5f,Homework Help,Strong,47,Too Hard
int_2819131cd1b1,stu_911b26ac,res_8de04fef,Daily Revision,Weak,15,Too Hard
int_a471d0d84d18,stu_fe4a31e3,res_61ffcbac,Homework Help,Strong,62,Too Slow
int_8e5a2bfe69b3,stu_3f686d99,res_fa679ebf,Homework Help,Average,52,Perfect
int_04fb32d040f4,stu_ae5a0b75,res_c2d1d16a,Homework Help,Weak,95,Perfect
int_ba6516eb6e9b,stu_ff399760,res_399a63d4,Homework Help,Weak,71,Too Slow
int_4f5935d3defe,stu_cdda58b1,res_e05fb28b,Homework Help,Strong,67,Too Hard
int_fd8735cd5a3b,stu_bdf211f0,res_aad65195,Homework Help,Weak,87,Perfect
int_c1b68cfbffb3,stu_a959d8a4,res_765e7133,Homework Help,Average,87,Perfect
int_f8507c82e7cb,stu_8fe56ee9,res_b61fbeff,Board Prep,Average,85,Too Hard
int_c6efef945d54,stu_ba2f8678,res_313130d7,Daily Revision,Average,96,Perfect
int_5db3b2636491,stu_4d7ad841,res_90dff86c,Board Prep,Strong,41,Too Hard
int_f480909f97e6,stu_e33f5939,res_fa4ac4b5,Homework Help,Weak,68,Too Hard
int_abce3f19beaa,stu_16e71cc2,res_4a832a63,Homework Help,Average,81,Too Slow
int_fddeccd1cc6f,stu_69997ac3,res_ac3b91a5,Homework Help,Weak,87,Perfect
int_0d304398d377,stu_6c771b76,res_5dfef007,Board Prep,Weak,43,Too Hard
int_f5a09beb827f,stu_44294a16,res_399a63d4,Board Prep,Strong,89,Too Slow
int_b976a1e4826e,stu_c81593c9,res_f1d4d820,Homework Help,Weak,93,Perfect
int_a8ef3df237a0,stu_8ab4e0fe,res_fc6af29b,Daily Revision,Average,76,Too Hard
int_085d373656e5,stu_82207978,res_b02704d1,Board Prep,Average,89,Perfect
int_c0b60e9e1ccb,stu_15848bab,res_45cacc81,Homework Help,Average,51,Too Hard
int_aa9e26741e77,stu_7196c006,res_56e63589,Daily Revision,Average,53,Too Hard
int_a81b40c88b8c,stu_d7cd5370,res_61c50f70,Daily Revision,Average,53,Too Hard
int_9d9bca433eed,stu_1849854b,res_700cc745,Daily Revision,Strong,88,Too Slow
int_a59f44cd29a3,stu_79d7f43f,res_deeeba44,Board Prep,Weak,95,Perfect
int_bb389d17f12c,stu_4cddc0d1,res_2a0095f9,Board Prep,Average,84,Perfect
int_132ed81d6a1e,stu_2f3416e8,res_337aaa33,Homework Help,Weak,82,Perfect
